id,name,description,address,floor,lat,lng,restricted,restriction,disabled_access,url,phone_number,twitter_screen_name,facebook_url,atmosphere_disciplined,atmosphere_relaxed,atmosphere_historic,atmosphere_modern,atmosphere_inspiring,atmosphere_cosy,atmosphere_social,atmosphere_friendly,facility_food_drink,facility_daylight,facility_views,facility_large_desks,facility_free_wifi,facility_no_wifi,facility_computers,facility_laptops_allowed,facility_sockets,facility_signal,facility_printers_copiers,facility_whiteboards,facility_projector,facility_outdoor_seating,facility_bookable,facility_toilets,facility_refreshments,facility_break,expensive,created_at,updated_at,access_id,space_type_id,library_id,noise_id,work_private,work_close,work_friends,work_group,term_time_hours_id,out_of_term_hours_id,email_address,editors,facility_wheelchair_accessible,facility_blue_badge_parking,facility_accessible_toilets,facility_induction_loops,facility_adjustable_furniture,facility_individual_study_space,facility_gender_neutral_toilets,facility_bike_racks,facility_smoking_area,facility_baby_changing,facility_prayer_room,opentimes_before_9am,opentimes_after_7pm,opentimes_saturday,opentimes_sunday,booking_url
148,Costa Coffee (CB1),Part of the Costa Coffee chain.,"

Cherry Hinton Rd
6 Cherry Hinton Road
Cambridge
CB1 7AA
",,52.188754,0.138811,f,,f,,,,,f,t,f,t,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,3,05:16.7,05:16.7,4,2,,4,t,t,t,t,1411,1412,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
153,Hotel Chocolat,"Coffee and chocolate - time for a 'refuel', they say...","43, Lion Yard
Cambridge",,52.204528,0.121011,f,,t,http://www.hotelchocolat.com/uk/chocolate-shops/cambridge,1223328950,,,f,t,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,4,20:41.8,20:41.8,4,5,,4,f,f,t,f,1437,1438,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
154,Cambridge Blue,Cosy pub and garden for snacks and simple British dishes plus a huge menu of international beers.,"The Cambridge Blue, 85-87 Gwydir St, Cambridge, CB1 2LG.",,52.200604,0.138745,f,,f,http://www.the-cambridgeblue.co.uk/,471680,Cambridge_Blue,,f,t,f,f,f,t,t,t,t,t,t,f,t,f,f,f,t,t,f,f,f,t,f,t,t,t,,20:55.5,20:55.5,4,1,,4,f,f,t,t,1439,1440,CambridgeBluePub@gmail.com,,f,f,f,f,f,f,f,f,f,f,f,,,,,
146,The Scott Polar Research Institute Library,"The Library is situated on the first floor of the Institute building. There are 11 work stations for quiet individual study, as well as 2 terminals for web access. The Library is closed between 13:00 and 14:00.","Scott Polar Research Institute
Lensfield Road
Cambridge
CB2 1ER",1st,52.198224,0.126301,t,Sign in required at entrance to the Institute upon arrival.,t,http://www.spri.cam.ac.uk/library/,01223 336552,SPRI_Library,SPRILibrary,f,f,t,f,t,f,f,t,f,f,f,f,t,f,t,t,t,t,f,f,f,f,f,t,t,t,,06:29.1,18:29.2,4,5,29,3,t,t,f,f,1671,1672,library@spri.cam.ac.uk,,f,f,t,f,t,t,f,t,f,f,f,,,,,
138,Rayleigh Library: Computer Desks,A row of large desks near the Library entrance with computing facilities.,"1st Floor
Bragg Building
Cavendish Laboratory 
19 J J Thomson Avenue 
Cambridge 
CB3 0HE ",,52.20922,0.09248,t,The Library is open to staff and students in the Department of Physics and other members of the University of Cambridge who are entitled to borrow books.,t,http://www.phy.cam.ac.uk/internal_resources/library,01223 337414,RayLibCam,Rayleigh-Library-Cavendish-Laboratory-University-of-Cambridge-1464557683856342/,t,f,f,f,f,f,f,t,f,t,t,t,t,f,t,t,t,t,t,f,f,f,f,t,t,t,,30:08.3,27:14.8,3,5,26,2,t,f,f,f,1713,1714,librarian@phy.cam.ac.uk ,,t,t,f,f,f,t,f,t,t,f,f,,,,,
28,Education Library - Lower Ground Floor,"The main area of the Library. Spacious desks by large north facing windows providing natural light, with access to plugs for laptops, computers and WIFI.  Easy access to books and study resources. Best for solo study and research. ","184 Hills Road, Cambridge, CB2 8PQ",Lower Ground,52.186667,0.136944,t,DMB has access restrictions where Library is located; card controlled; Faculty Reception staff on duty during office hours,t,http://www.educ.cam.ac.uk/library/,01223 767700,edfaclib,pages/Education-Faculty-Library-University-of-Cambridge/638858689457909?fref=ts,f,f,f,t,t,f,f,t,f,t,t,t,t,f,t,t,t,t,t,f,f,f,f,t,t,t,,52:08.0,54:45.6,3,5,7,2,f,f,f,f,1743,1744,,"art38@cam.ac.uk,",f,f,f,f,f,f,f,t,f,f,f,,,,,
100,UL - West Room,"This sixties extension is a practical working space, with copiers, computers and closed access ordering close by.","Cambridge University Library, West Road, Cambridge, CB3 9DR",First,52.20507,0.10824,t,Please see access restrictions here: http://www.lib.cam.ac.uk/plan-your-visit/admissions/who-can-use,t,http://www.lib.cam.ac.uk,01223 333000,theUL,cambridgeuniversitylibrary,t,f,f,f,f,t,f,t,f,f,f,t,t,f,t,t,t,t,t,f,f,f,f,t,t,t,3,48:27.8,21:21.3,4,5,2,1,t,t,f,f,2073,2074,library@lib.cam.ac.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
155,The Flying Pig,Small and friendly pub near the station. Gig venue in the evening and weekends.,106 Hills Road,,52.194601,0.131747,f,,f,,01223 354623,,FlyingPigCambridge/,f,t,t,f,t,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,3,23:08.0,23:08.0,4,1,,5,f,f,t,f,1445,1446,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
156,Stir,"A large and flexible space, there are plenty of plugs and USB chargers in this modern and community oriented cafe.  Stir's food and drink all comes from suppliers based in Cambridgeshire and Bury St Edmunds.  ""The Back Room"" is available for hire, kitted out with a full AV system and flexible seating / table space.","253 Chesterton Road, Cambridge, CB4 1BG ",Ground,40.712784,-74.005941,f,,t,http://www.stircambridge.co.uk/,01223 778530,stircambridge,stircambridge/,f,t,f,t,f,t,t,t,t,t,f,t,t,f,f,t,t,t,f,f,f,f,t,t,t,t,4,25:08.8,25:08.8,4,2,,5,t,t,t,t,1449,1450,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
163,The Grain and Hop Store,"Trendy new pub near Parker's Piece, shows sports, and gets very busy in the evenings and weekends. There is a private quiet room upstairs where they can switch the tv's off.","69-76 Regent Street
Cambridge
CB2 1AA",,52.20126,0.125694,f,,f,http://www.grainandhopstore-cambridge.co.uk/,01223 323405,grainhopcam,,f,t,f,f,f,f,t,t,f,f,t,t,t,f,f,t,f,t,f,f,f,f,f,t,t,t,4,41:10.3,42:59.4,4,1,,5,f,f,t,t,1473,1474,hello@grainandhopstore-cambridge.co.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
175,The Alma,A traditional public house with good food and live music. Just around the corner from The Panton Arms.,"26 Russell Court, Cambridge",,52.195964,0.125417,f,,f,http://www.thealmacambridge.co.uk/,01223 316722,,,f,f,f,f,f,t,t,t,t,f,f,f,t,f,f,f,t,f,f,f,f,t,f,t,t,t,2,09:46.0,01:36.1,4,1,,4,f,f,t,t,1881,1882,davidmoyce@hotmail.com,,f,f,f,f,f,f,f,f,f,f,f,,,,,
164,Prince Regent,"A friendly pub with a good atmosphere, centrally located. Decent food and drink. ","91 Regent Street, Cambridge, Cambridgeshire, CB2 1AW",,52.199975,0.127024,f,,f,http://www.princeregent-cambridge.co.uk/,01223 505030,camprinceregent,,f,f,f,f,f,f,t,t,t,t,f,t,t,f,f,f,t,f,f,f,f,f,f,t,t,t,2,45:33.7,45:33.7,4,5,,4,f,f,f,f,1477,1478,hello@princeregent-cambridge.co.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
166,John Lewis Café,"With fantastic views over Cambridge, this café is usually very busy.  ","Grand Arcade,
10 Downing Street,
Cambridge,
CB2 3DS",3,52.203785,0.122585,f,,t,http://www.johnlewis.com/our-shops/cambridge/john-lewis-cambridge-facilities,01223 361 292,johnlewisretail,JohnLewisRetail,f,t,f,f,f,f,t,t,t,t,t,f,t,f,f,f,f,t,f,f,f,f,f,t,t,t,5,48:22.4,48:22.4,4,2,,4,f,t,t,t,1483,1484,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
167,Relevant Record Cafe,"Coffee, homemade cakes and vinyl records. Very cool.","260 Mill Road
Cambridge",1st,52.197149,0.149696,f,,f,http://www.relevantrecordcafe.co.uk,01223 244 684,Relevant_Cambs,Relevant-Record-Cafe/1557224257823294?fref=ts,f,t,f,f,t,f,t,t,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,t,3,48:35.6,48:35.6,4,2,,5,f,f,t,f,1485,1486,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
6,UL - West 4,"Part of a modern extension, this desk space is within a spacious area of shelving.  This is the only place within the UL to have computer chairs that are height adjustable.","Cambridge University Library, West Road, Cambridge, CB3 9DR",Fourth,52.20507,0.10824,t,"For information on how to access the UL, please see: http://www.lib.cam.ac.uk/plan-your-visit/admissions/who-can-use",t,http://www.lib.cam.ac.uk,1223 333000,theUL,cambridgeuniversitylibrary,f,t,f,t,f,t,f,f,f,t,t,t,t,f,t,t,t,t,t,f,f,f,f,t,t,t,4,52:05.9,14:34.5,4,5,2,2,t,t,t,f,2107,2108,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
170,Caffe Mobile,"With its prime position within Cambridge's historic market square, you can grab a coffee and take a seat in the sunshine to watch the world go by.","Market Street, Cambridge, CB2 3PA",Ground,52.206017,0.120017,f,,t,http://www.caffe-mobile.com/,07584 427085,CaffeMobileVan,Caffe-Mobile-312190798807273/?fref=nf,f,t,t,f,f,f,t,t,t,t,t,f,t,f,f,f,f,t,f,f,f,t,f,t,t,t,3,57:55.9,57:55.9,4,2,,4,f,t,t,f,1493,1494,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
171,Michaelhouse Cafe,"Grand space with a sophisticated continental lunch and snack menu, coffee, cream teas and cakes.","Michaelhouse Café
St Michaels Church
Trinity St
Cambridge, CB2 1SU",,52.206067,0.118186,f,,f,http://www.michaelhousecafe.co.uk/,01223 309147,michaelhousecaf,,f,t,t,t,t,f,t,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,4,01:12.6,01:12.6,4,2,,4,t,t,t,f,1497,1498,manager@michaelhousecafe.co.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
173,University Social Club,"All members of the university are welcome here, it has regular events including dance classes and beer festival in the evenings. Closed between 2.30 and 5pm.","University Social Club
Mill Lane
Cambridge
CB2 1RX ",,52.201722,0.116236,f,,f,http://www.socialclub.cam.ac.uk/,+44 1223 566397 ,,,f,t,f,f,f,f,t,t,f,f,f,t,t,f,f,t,t,t,f,f,f,f,f,t,f,f,1,06:12.3,06:12.3,4,1,,4,t,f,t,f,1505,1506,webmaster@socialclub.cam.ac.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
174,Cafe Milano,"Part cafe, part restaurant, all pizza. Probably not ideal for concentrating on work, but great for chatting about a project.","62 St Andrew's St
Cambridge",,52.204466,0.12264,f,,f,,,,,f,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,,08:35.6,08:35.6,4,7,,5,f,f,t,f,1507,1508,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
176,Savino's,Small and popular Italian cafe close to the bus station.,"3 Emmanuel Street, Cambridge.",,52.204368,0.123416,f,,t,http://www.savinos.co.uk/,01223 566186 ,,pages/Cafe/148444751860456,f,t,f,f,f,t,t,t,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,t,3,10:02.0,10:02.0,4,2,,4,f,t,t,f,1511,1512,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
60,Astronomy: Hoyle Building Library Area,"A small area with coffee table and comfy chairs.  The Library's New Books Display is here, as well as a set of Undergraduate Reference Books and a small selection of commonly used books.","Institute of Astronomy
Madingley Road
Cambridge
CB23 6DQ",First,52.21411,0.09339,t,Outside of office hours this is Members of the Institute of Astronomy only.,t,http://www.ast.cam.ac.uk/library,01223 337537,,,f,t,f,t,f,f,t,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,t,t,f,,58:55.4,15:17.3,3,5,9,3,f,t,t,t,1661,1662,ioalib@ast.cam.ac.uk,,f,f,f,f,t,f,t,t,f,f,f,,,,,
177,Patisserie Valerie (Bridge Street),Excellent cakes and a range of drinks and other food.,"1-2 Bridge Street
Cambridge
CB2 1UA",,52.208309,0.11901,f,,t,https://www.patisserie-valerie.co.uk/cambridge.aspx,01223 365293,valeriecafe,ValerieCafe,f,f,f,f,f,f,f,f,t,t,t,f,t,f,f,t,f,t,f,f,f,f,t,t,t,f,4,12:23.2,02:15.1,4,2,,3,t,t,t,f,1883,1884,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
168,Balzano's,"Balzano’s is a family-run café, bakery and delicatessen. Offering great coffee, freshly baked pastries and bread, pizza and other sundries direct from their bakery on premises and some of the finest Italian produce in Cambridge","204 Cherry Hinton Rd
Cambridge 
CB1 7AW",,52.187367,0.147361,f,,f,http://balzanos.co.uk/,01223 246168,,Balzanos/,f,t,f,f,t,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,t,f,f,t,f,4,49:42.2,03:57.2,4,2,,4,t,t,t,f,2003,2004,Rocco@balzanos.co.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
178,The Elm Tree,"A small, quirky, single bar pub, filled with memorabilia from breweries long gone, strange bric-a-brac, and a wide variety of interesting beers. While the Elm Tree doesn't serve food, if you ask nicely they are usually happy for you to bring your own food with you.","16A Orchard Street, CB1 1JT",,52.205437,0.128679,f,,f,http://theelmtreecambridge.co.uk/,01223 502632,,TheElmTreeCambridge,f,t,t,f,t,t,t,t,t,t,f,t,f,f,f,t,t,t,f,f,f,t,f,t,t,t,3,18:51.6,18:51.6,4,1,,4,t,f,t,t,1519,1520,//robthehob@hotmail.com,,f,f,f,f,f,f,f,f,f,f,f,,,,,
179,Patisserie Valerie (Fitzroy Street),Well-known for their cakes as well as providing excellent food and drink options.,"35-37 Fitzroy Street
Cambridge
CB1 1ER",,52.20689,0.130403,f,,t,https://www.patisserie-valerie.co.uk/fitzroy-cafe.aspx,01223 359641,,,f,t,f,t,t,t,t,t,t,t,f,f,t,f,f,f,f,f,f,f,f,f,f,t,t,f,,21:33.2,21:33.2,4,2,,4,t,t,t,f,1521,1522,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
165,The Blue Moon,"A large pub with tables outside, the Blue Moon is a lively local pub with a good selection of beverages, good food and friendly bar staff.","2 Norfolk Street,
CB1 2LF",,52.204595,0.137947,f,,t,http://www.facebook.com/bluemooncambridge,01223 500238,,bluemooncambridge,f,t,f,t,t,t,t,t,t,t,f,t,t,f,f,t,t,t,f,f,f,t,t,t,t,t,2,46:02.0,25:57.9,4,1,,4,t,t,t,t,1595,1596,thebluemooncambridge@gmail.com,,f,f,f,f,f,f,f,f,f,f,f,,,,,
192,The Eagle,"This pub has lots of different spaces, nooks to hide away in and bigger tables to work in a group. ","Benet Street
Cambridge
Cambridgeshire
CB2 3QN",,52.204129,0.117943,f,,f,http://www.eagle-cambridge.co.uk/,01223 505020,TheEagleGK,TheEaglePubCambridge,f,t,t,f,t,t,t,t,f,f,f,t,t,f,f,t,f,t,f,f,f,t,f,f,f,f,3,06:01.3,06:01.3,4,1,,4,f,f,t,t,1617,1618,hello@eagle-cambridge.co.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
202,Tom's cakes,"Based on bustling Mill Road, Tom’s Cakes brings a distinctly British baking flavour to the cosmopolitan Cambridge independent food scene. With plenty of seating inside and a garden to enjoy on warmer days, the Cambridge branch provides a relaxing pit-stop for residents and tourists alike.","32 Mill Road, Cambridge, Cambridgeshire, CB1 2AD",,52.201165,0.134361,f,,,http://www.tomscakes.co.uk/,01487 842200,tomscakes,toms.cakes1/?fref=nf,f,t,f,t,f,t,t,t,t,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,,33:57.8,33:57.8,4,2,,5,f,t,t,t,1847,1848,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
117,UL - Anderson Music Room,"This room has the most traditional library feel within the UL. Lined with ornately carved book shelves, this special collections reading room offers music equipment for consulting library materials (to be used with headphones to maintain the quiet of the room).","Cambridge University Library, West Road, Cambridge, CB3 9DR",1st,52.20507,0.10824,t,"For information on how to access the UL, please see: http://www.lib.cam.ac.uk/plan-your-visit/admissions/who-can-use",t,http://www.lib.cam.ac.uk/deptserv/music/,01223 333072,theUL,cambridgeuniversitylibrary,t,f,t,f,f,t,f,t,f,t,t,f,t,f,f,t,f,f,f,f,f,f,f,t,f,t,4,49:29.9,15:04.5,4,5,2,2,t,t,f,f,1585,1586,music@lib.cam.ac.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
186,Pickerel Pub,One of the oldest pubs in Cambridge and is situated on the picturesque Magdalene Street. Just a stroll up from the river and within walking distance of the colleges in the city centre. ,"30 Magdalene Street, Cambridge, Cambridgeshire, CB3 0AF",,52.209935,0.116275,f,,f,http://www.taylor-walker.co.uk/pub/pickerel-cambridge/c3602/,1223355068,,com/TaylorWalkerPubs,f,t,t,t,f,t,t,t,t,t,f,f,t,f,f,t,f,t,f,f,f,t,f,t,t,t,2,26:47.4,26:47.4,4,1,,5,f,f,t,t,1597,1598,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
181,Materials Science Library: Lobby Area,"The library is situated on the ground floor of the building.  It is a bright and airy, friendly place in which to work. For safety reasons, access is restricted to card holders only. To access the library you will need to contact the Librarian and pass a (very basic) safety test.  The lobby area has three work stations and is well lit, with plenty of plug points.  The area is a great place for group work.  The Librarian is Cristina Burton.","Department of Materials Science & Metallurgy
27 Charles Babbage Road
Cambridge
CB3 0FS
",1st,52.20954,0.08423,t,To access the library you will need to contact the Librarian and pass a (very basic) safety test.,t,http://www.msm.cam.ac.uk/library/index.php,+44(0)01223 334318,,,f,t,f,t,f,t,t,t,f,t,f,t,t,f,f,t,t,t,f,f,f,f,f,t,t,t,,48:24.3,15:51.5,3,5,30,3,f,t,t,t,1749,1750,library@msm.cam.ac.uk,,t,t,t,f,f,f,f,t,f,f,f,,,,,
187, The Green Coffee Company,"Joy Coffee Bar Patisserie is a café and patisserie serving a range of hot and cold drinks and snacks including tea, coffee and cakes. ","
The Guildhall
Peas Hill
Cambridge
Cambridgeshire
CB2 3AD
",,52.204825,0.119225,f,,t,http://www.thegreencoffeecompany.com/,01223 353013,,pages/The-Green-Coffee-Company/192413080792727,f,t,t,f,t,f,t,t,t,t,f,f,t,f,f,t,f,t,f,f,f,t,f,t,f,f,3,27:13.1,27:13.1,4,2,,4,t,t,t,f,1599,1600,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
188,The Box Cafe,British/Italian comfort food and Turkish meze in a cafe with modern artworks and a patio. An absolutely brilliant little cafe.,"47 Norfolk St, Cambridge, CB1 2LD",,52.204556,0.136672,f,,f,https://www.facebook.com/theboxcafe2/timeline,07580 300852,,theboxcafe2,f,t,f,t,t,f,t,t,t,t,t,t,t,f,f,t,f,t,f,f,f,t,f,t,t,t,,36:41.6,37:54.9,4,5,,1,t,t,t,t,1609,1610,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
189,Pret (Petty Cury),"Counter-serve chain for ready-made sandwiches plus breakfast, coffee, soups & salads.","Unit 19 Lion Yard, 
Petty Cury, 
Cambridge 
CB2 3NE",,52.204992,0.12096,f,,f,https://www.pret.co.uk/en-gb/find-a-pret/cambridge#_=_,020 7932 5316,,,f,t,f,t,f,f,t,f,t,t,t,f,t,f,f,t,f,t,f,f,f,f,f,t,t,f,3,51:14.8,51:14.8,4,2,,4,t,t,t,t,1611,1612,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
190,Tishka,"Busy cafe serving good breakfasts, coffee and a selection of cakes.","70 Chesterton Road, Cambridge, CB4 1EP.",Ground,52.214518,0.127269,f,,f,,01223 363619,,Tishkacafe/,f,t,f,t,f,f,t,t,t,t,f,f,f,f,f,t,f,t,f,f,f,t,f,f,t,t,3,58:47.0,58:47.0,4,2,,4,f,f,t,t,1613,1614,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
191,Pret (Market Street),"Counter-serve chain for ready-made sandwiches plus breakfast, coffee, soups & salads.","22 Market Street, 
Cambridge 
CB2 3NZ",,52.205809,0.120003,f,,f,https://www.pret.co.uk/en-gb/find-a-pret/cambridge#_=_,020 7932 5316,,,f,t,f,t,f,f,t,f,t,t,f,f,t,f,f,t,f,t,f,f,f,f,f,t,t,f,3,02:10.3,02:10.3,4,2,,4,t,t,t,f,1615,1616,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
70,Music: Dent Room,This research room houses facsimiles and manuscript reproductions (mostly on microfilm). A digital microfilm reader is available for use. ,"11 West Road, Cambridge, CB3 9DP",Ground floor,52.20216,0.10791,t,This room is available only for research purposes involving the use of the microform equipment. Signing in at the issue desk is required. It can be unavailable at short notice for teaching purposes. This room is closed 13:00-14:00 out-of-term. ,f,http://pendlebury.mus.cam.ac.uk/,1223335182,MusiCB3t,Penlib,f,f,f,t,t,t,f,f,f,f,f,f,t,f,t,t,t,f,f,f,f,f,f,t,f,t,,31:20.6,38:45.9,3,5,13,1,t,t,f,f,2055,2056,Pendlebury@mus.cam.ac.uk,"hrs38@cam.ac.uk, amljp2@cam.ac.uk",t,t,t,f,f,f,f,t,f,f,f,,,,,
65,Music: Reading Room,"The Pendlebury main reading room is a quiet study area. It is a modern, light and peaceful environment with a nice atmosphere.","11 West Road, Cambridge, CB3 9DP",ground floor,52.20216,0.10791,t,Closed between 13:00-14-00 out-of-term,f,http://pendlebury.mus.cam.ac.uk/,1223335182,MusiCB3t,Penlib,f,t,f,t,t,f,f,t,f,t,f,t,t,f,f,t,t,f,f,f,f,f,f,t,f,t,,06:05.0,40:08.3,3,5,13,1,t,t,f,f,2057,2058,Pendlebury@mus.cam.ac.uk,"hrs38@cam.ac.uk, amljp2@cam.ac.uk",t,t,t,f,f,f,f,t,f,f,f,,,,,
77,Criminology - Ground floor,With 51 workspaces that include individual desks and shared tables. Computers available for catalogue and online resource use.,"Radzinowicz Library, Institute of Criminology, University of Cambridge, Sidgwick Avenue, Cambridge CB3 9DA",Ground floor,52.201452,0.110105,t,University card required for library entry.,t,http://www.crim.cam.ac.uk/library/,01223 335386,,crimlib,t,f,f,t,f,f,f,f,f,t,t,t,t,f,t,t,t,f,t,f,f,f,f,t,t,t,,47:31.6,46:45.1,3,5,15,2,t,t,f,f,1627,1628,crimlib@hermes.cam.ac.uk,ac761@cam.ac.uk,t,t,t,f,f,f,t,f,f,f,f,,,,,
76,Criminology - The comfy chairs at the back,Six armchairs at the back of the library with a view out over the garden. A lazy place to sit on a sunny day.,"Radzinowicz Library, Institute of Criminology, University of Cambridge, Sidgwick Avenue, Cambridge CB3 9DA",Ground floor,52.201452,0.110105,t,University card required for library entry.,t,http://www.crim.cam.ac.uk/library/,01223 335386,,crimlib,f,t,f,f,t,t,f,t,f,t,t,f,t,f,f,t,f,f,t,f,f,f,f,t,t,t,,36:20.0,47:35.2,3,5,15,2,t,t,f,f,1629,1630,crimlib@hermes.cam.ac.uk,ac761@cam.ac.uk,t,t,t,f,f,f,t,f,f,f,f,,,,,
72,Criminology - The sitting room,"A small comfy seating area of sofas and armchairs, containing the new books and new journals displays, and board games.","Radzinowicz Library, Institute of Criminology, University of Cambridge, Sidgwick Avenue, Cambridge CB3 9DA",Ground floor,52.201452,0.110105,t,University card required for library entry.,t,http://www.crim.cam.ac.uk/library/,01223 335386,,crimlib,f,t,f,t,f,t,f,f,f,t,f,f,t,f,f,t,f,f,t,f,f,f,f,t,t,t,,21:22.0,48:16.5,3,5,15,2,t,t,f,f,1631,1632,crimlib@hermes.cam.ac.uk,ac761@cam.ac.uk,t,t,t,f,f,f,t,f,f,f,f,,,,,
81,Divinity Library - Entrance floor,"The main section of the library, situated on the second floor of the Divinity faculty, with study spaces and computer terminals.","West Road
Cambridge
CB3 9BS",2,52.20178,0.10798,t,Main entrance to faculty closes at 17:00. Closed at lunchtime from 12:55-14:00 during vacation.,t,www.divinity.cam.ac.uk/library,01223 763040,,,f,f,f,f,t,f,f,t,f,t,t,t,t,f,t,t,t,f,f,f,f,f,f,t,t,t,,56:33.8,06:39.7,3,5,17,2,t,t,t,f,1647,1648,library@divinity.cam.ac.uk,"mrp57@cam.ac.uk, cg474@cam.ac.uk",f,f,f,f,f,f,t,t,f,f,f,,,,,
105,Geography Library - Computer Area,A small area with computing facilities. Includes an exhibition area showcasing some of the research carried out by members of the department.,"Department of Geography
Downing Place
Cambridge
CB2 3EN",First,52.2018,0.12378,f,,f,http://www.geog.cam.ac.uk/library/,1223333391,,,t,f,f,f,f,f,f,f,f,t,f,f,t,f,f,t,t,t,t,f,f,f,f,t,f,f,,47:29.6,11:25.9,4,5,23,3,t,f,f,f,1649,1650,library@geog.cam.ac.uk,rcc23@cam.ac.uk,f,f,t,f,f,f,t,t,f,f,f,,,,,
78,"Whipple Main Library, Level 1",Bench-style seating and a table for rare book readers (available to all when not otherwise occupied). Short distance from entrance. Near to Reference material and bookshelves. Special collections displays to keep you amused.,"Whipple Library
Department of History and Philosophy of Science
Free School Lane
Cambridge CB2 3RH",1st floor,52.20292,0.11937,f,Access via main library entrance (use swipecard entrance after 17:30 in full term),t,http://www.hps.cam.ac.uk/library/,01223 334547,hpslib,pages/Whipple-Library-University-of-Cambridge/62966357372,f,f,f,f,t,f,f,t,f,t,f,f,t,f,t,t,t,f,t,f,f,f,f,t,f,f,,05:58.1,12:00.1,3,5,12,1,f,t,f,f,1651,1652,hpslib@hermes.cam.ac.uk,cm553@cam.ac.uk,f,f,f,f,f,f,f,t,f,f,f,,,,,
67,Music: Audio Room,"This room offers transcription and listening equipment for sound recordings (78s, LP, cassettes, minidisc and CDs) as well as the library e-legal deposit terminal, workstations and printing and scanning facilities.","11 West Road, Cambridge, CB3 9DP",Ground floor,52.20216,0.10791,t,"There are some access restrictions for the use of workstations, printing and scanning. The room is closed between 13:00-14.00 out-of-term",f,http://pendlebury.mus.cam.ac.uk/,1223335182,MusiCB3t,Penlib,f,f,f,t,f,f,f,f,f,f,f,f,t,f,t,t,t,f,t,f,f,t,f,t,f,t,,15:20.0,26:36.5,3,5,13,2,t,t,f,f,1707,1708,Pendlebury@mus.cam.ac.uk,"hrs38@cam.ac.uk, amljp2@cam.ac.uk",t,t,t,f,f,f,f,t,f,f,f,,,,,
123,UL - Map Room,"The reading room for the Map Department of the UL. Not a whispery quiet space because staff do need to talk to readers about the collections, but certainly not noisy. Large benches if you need to spread stuff out. These can be used as standing desks. Restful view of trees, no direct sunlight so tends to be coolish most of the summer.
","Cambridge University Library, West Road, Cambridge, CB3 9DR",1st,52.20507,0.10824,t,"For information on how to access the UL, please see: http://www.lib.cam.ac.uk/plan-your-visit/admissions/who-can-use",t,http://www.lib.cam.ac.uk/collections/departments/maps,01223 333041 ,theUL,cambridgeuniversitylibrary,f,f,f,t,f,f,f,t,f,t,t,t,t,f,f,t,t,t,f,f,f,f,f,t,t,t,4,41:39.5,29:06.9,4,5,2,3,t,f,f,f,2099,2100,maps@lib.cam.ac.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
